Name,Gender,Birth Year,Nationality,Mission Count,Mission Role,Mission Year,Mission Name,Mission Duration
"Walker, Charles David",male,1948,U.S.,3,PSP,1985,STS-51D,168.15
"Walker, Charles David",male,1948,U.S.,3,PSP,1985,STS-61B,165.16
"McBride, Jon A.",male,1943,U.S.,1,pilot,1984,STS-41-G,197.0
"Sullivan, Kathryn D.",female,1951,U.S.,3,MSP,1984,STS-41-G,197.5
"Sullivan, Kathryn D.",female,1951,U.S.,3,MSP,1990,STS-31,121.0
"Sullivan, Kathryn D.",female,1951,U.S.,3,MSP,1992,STS-45,213.5
"Leestma, David C.",male,1949,U.S.,3,MSP,1984,STS-41-G,197.0
"Leestma, David C.",male,1949,U.S.,3,MSP,1989,STS-28,121.0
"Leestma, David C.",male,1949,U.S.,3,MSP,1992,STS-45,214.0
"Scully-Power, Paul Desmond",male,1944,U.S.,1,PSP,1984,STS-41-G,197.67
"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,3,PSP,1984,STS-41-G,197.0
"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,3,MSP,1996,STS-77,240.67
"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,3,MSP,2000,STS-97,260.0
"Walker, David Mathieson",male,1944,U.S.,4,pilot,1984,STS-51-A,191.0
"Walker, David Mathieson",male,1944,U.S.,4,commander,1989,STS-30,96.0
"Walker, David Mathieson",male,1944,U.S.,4,commander,1992,STS-53,175.0
"Walker, David Mathieson",male,1944,U.S.,4,commander,1995,STS-69,44.0
"Fisher, Anna L.",female,1949,U.S.,1,MSP,1984,STS-51-A,191.0
"Shriver, Loren J.",male,1944,U.S.,3,pilot,1985,STS-51-C,73.5
"Shriver, Loren J.",male,1944,U.S.,3,commander,1990,STS-31,121.0
"Shriver, Loren J.",male,1944,U.S.,3,commander,1992,STS-46,191.0
"Onizuka, Ellison S.",male,1946,U.S.,2,MSP,1985,STS 51-C,74.0
"Onizuka, Ellison S.",male,1946,U.S.,2,MSP,1986,STS 51-L,0.0
"Buchli, James F.",male,1945,U.S.,4,MSP,1985,STS-51-C,73.5
"Buchli, James F.",male,1945,U.S.,4,MSP,1985,STS-61-A,168.0
"Buchli, James F.",male,1945,U.S.,4,MSP,1989,STS-29,120.0
"Buchli, James F.",male,1945,U.S.,4,MSP,1991,STS-48,128.5
"Payton, Gary Eugene",male,1948,U.S.,1,PSP,1985,STS-51C,73.675
"Williams, Donald E.",male,1942,U.S.,2,pilot,1985,STS-51-D,167.0
"Williams, Donald E.",male,1942,U.S.,2,commander,1989,STS-34,119.0
"Seddon, Margaret Rhea",female,1947,U.S.,3,MSP,1985,STS-51-D,168.0
"Seddon, Margaret Rhea",female,1947,U.S.,3,MSP,1991,STS-40,218.0
"Seddon, Margaret Rhea",female,1947,U.S.,3,MSP,1993,STS-58,336.0
"Griggs, S. David",male,1947,U.S.,1,MSP,1985,STS-51-D,168.0
"Hoffman, Jeffrey A.",male,1944,U.S.,5,MSP,1985,STS-51-D,167.0
"Hoffman, Jeffrey A.",male,1944,U.S.,5,MSP,1990,STS-35,215.0
"Hoffman, Jeffrey A.",male,1944,U.S.,5,MSP,1992,STS-46,191.0
"Hoffman, Jeffrey A.",male,1944,U.S.,5,MSP,1993,STS-61,259.0
"Hoffman, Jeffrey A.",male,1944,U.S.,5,MSP,1996,STS-75,377.0
"Garn, Edwin Jacob",male,1932,U.S.,1,PSP,1985,STS-51D,168.15
"Gregory, Frederick D.",male,1941,U.S.,3,pilot,1985,STS-51-B,168.0
"Gregory, Frederick D.",male,1941,U.S.,3,commander,1989,STS-33,120.0
"Gregory, Frederick D.",male,1941,U.S.,3,commander,1991,STS-44,166.0
"Lind, Don L.",male,1930,U.S.,1,MSP,1985,STS-51-B,168.0
"Lodewijk, van der Berg",male,1932,U.S.,1,PSP,1985,Spacelab-3,168.525
"Wang, Taylor Gun-Jin",male,1940,U.S.,1,PSP,1985,spacelab-3,168.525
"Creighton, John O.",male,1943,U.S.,3,pilot,1985,STS-51-G,170.0
"Creighton, John O.",male,1943,U.S.,3,commander,1990,STS-36,106.0
"Creighton, John O.",male,1943,U.S.,3,commander,1991,STS-48,128.0
"Nagel, Steven R.",male,1946,U.S.,4,MSP,1985,STS-51G,170.0
"Nagel, Steven R.",male,1946,U.S.,4,pilot,1985,STS-61A,169.0
"Nagel, Steven R.",male,1946,U.S.,4,commander,1991,STS-37,143.0
"Nagel, Steven R.",male,1946,U.S.,4,commander,1993,STS-55,240.0
"Lucid, Shannon W.",female,1943,U.S.,5,MSP,1985,STS-51-G,169.0
"Lucid, Shannon W.",female,1943,U.S.,5,MSP,1989,STS-34,119.0
"Lucid, Shannon W.",female,1943,U.S.,5,MSP,1991,STS-43,213.0
"Lucid, Shannon W.",female,1943,U.S.,5,MSP,1993,STS-58,336.0
"Lucid, Shannon W.",female,1943,U.S.,5,MSP,1996,22,4516.0
"Baudry, Patrick",male,1946,France,1,PSP,1985,STS-51G,169.63
"Al-saud, Sultan bin Salman",male,1956,Saudi Arabia,1,PSP,1985,STS-51G,170.0
"Bridges, Roy D., Jr.",male,1943,U.S.,1,pilot,1985,STS-51-F,190.0
"Henize, Karl G.",male,1926,U.S.,1,MSP,1985,STS-51-F,190.0
"England, Anthony W.",male,1942,U.S.,1,MSP,1985,STS-51-F,190.0
"Acton, Loren Wilbur",male,1936,U.S.,1,PSP,1978,Spacelab-2,190.94
"Bartoe, John-David Francis",male,1944,U.S.,1,PSP,1978,STS-51-F,190.94
"Covey, Richard O.",male,1946,U.S.,4,pilot,1985,STS-51-I,170.0
"Covey, Richard O.",male,1946,U.S.,4,pilot,1988,STS-26,97.0
"Covey, Richard O.",male,1946,U.S.,4,commander,1990,STS-38,118.0
"Covey, Richard O.",male,1946,U.S.,4,commander,1993,STS-61,260.0
"Lounge, John M.",male,1946,U.S.,3,MSP,1985,STS-51-I,170.0
"Lounge, John M.",male,1946,U.S.,3,MSP,1988,STS-26,97.0
"Lounge, John M.",male,1946,U.S.,3,MSP,1990,STS-35,215.0
"Fisher, William F.",male,1946,U.S.,1,MSP,1985,STS-51-I,170.0
"Vasyutin, Vladimir",male,1952,U.S.S.R/Russia,1,commander,1985,Salyut 7,1557.0
"Volkov, Alexander",male,1948,U.S.S.R/Russia,3,MSP,1985,Salyut 7,1557.0
"Volkov, Alexander",male,1948,U.S.S.R/Russia,3,MSP,1989,4,3635.0
"Volkov, Alexander",male,1948,U.S.S.R/Russia,3,MSP,1992,10,4202.0
"Grabe, Ronald J.",male,1945,U.S.,4,pilot,1985,STS-51-J,97.73
"Grabe, Ronald J.",male,1945,U.S.,4,pilot,1989,STS-30,97.0
"Grabe, Ronald J.",male,1945,U.S.,4,commander,1992,STS-42,193.0
"Grabe, Ronald J.",male,1945,U.S.,4,commander,1993,STS-57,239.0
"Hilmers, David C.",male,1950,U.S.,4,MSP,1985,STS-51-J,97.0
"Hilmers, David C.",male,1950,U.S.,4,MSP,1988,STS-26,97.0
"Hilmers, David C.",male,1950,U.S.,4,MSP,1990,STS-36,106.0
"Hilmers, David C.",male,1950,U.S.,4,MSP,1992,STS-42,193.0
"Pailes, William Arthur",male,1936,U.S.,1,PSP,1985,STS-51-J,98.11
"Dunbar, Bonnie J.",female,1949,U.S.,5,MSP,1985,STS-61-A,168.0
"Dunbar, Bonnie J.",female,1949,U.S.,5,MSP,1990,STS-32,261.0
"Dunbar, Bonnie J.",female,1949,U.S.,5,MSP,1992,STS-50,331.0
"Dunbar, Bonnie J.",female,1949,U.S.,5,MSP,1995,STS-71,235.0
"Dunbar, Bonnie J.",female,1949,U.S.,5,MSP,1998,STS-89,211.0
"Furrer, Reinhard Alfred",male,1940,Germany,1,PSP,1985,STS-61A,168.73
"Messerschmid, Ernst Willi",male,1945,Germany,1,PSP,1985,STS-61A,168.73
"Ockels, Wubbo Johannes",male,1946,Netherland,1,PSP,1985,STS-61-A,168.73
"O'Connor, Bryan D.",male,1946,U.S.,2,pilot,1985,STS-61B Atlantis,165.0
"O'Connor, Bryan D.",male,1946,U.S.,2,commander,1991,STS-40 Columbia,218.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1985,STS-61,165.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1988,STS-27,105.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1991,STS-37,143.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1993,STS-55,239.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1995,STS-74,129.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,1998,STS-88,283.0
"Ross, Jerry L.",male,1948,U.S.,7,MSP,2002,STS-110,259.0
"Cleave, Mary L.",female,1947,U.S.,2,MSP,1985,STS-30,97.0
"Cleave, Mary L.",female,1947,U.S.,2,MSP,1989,STS-61-B,165.0
"Spring, Sherwood C.",male,1944,U.S.,1,MSP,1985,STS-61-B,165.0
"Neri Vela, Rodolfl",male,1952,Mexico,1,PSP,1985,STS-61-B,165.07
"Bolden, Charles F., Jr.",male,1946,U.S.,4,pilot,1986,STS-61-C,74.0
"Bolden, Charles F., Jr.",male,1946,U.S.,4,pilot,1990,STS-31,121.0
"Bolden, Charles F., Jr.",male,1946,U.S.,4,commander,1992,STS-45,214.0
"Bolden, Charles F., Jr.",male,1946,U.S.,4,commander,1994,STS-60,199.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1986,STS-61-C,146.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1989,STS-34,120.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1992,STS-46,191.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1994,STS-60,199.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1996,STS-75,377.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,1998,STS-91,236.0
"Chang-Diaz, Franklin R.",male,1950,U.S.,7,MSP,2002,STS-111,333.0
"Cenker, Robert Joseph",male,1948,U.S.,1,PSP,1986,STS-61C,146.42
"Nelson, William Clarence",male,1942,U.S.,1,PSP,1986,STS-61C,6.03
"Smith, Michael John",male,1945,U.S.,1,pilot,1986,STS-51L,0.61
"Jarvis, Gregory Bruce",male,1944,U.S.,1,PSP,1986,STS-51L,0.61
"McAuliffe, Sharon Christa Corrigan",female,1948,U.S.,1,PSP,1986,STS-51L,0.61
"Laveykin, Aleksandr",male,1951,U.S.S.R/Russia,1,flight engineer,1987,2,4179.0
"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,4,commander,1987,1,191.0
"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,4,commander,1990,5,3990.0
"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,4,commander,1992,11,3494.0
"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,4,commander,1994,17,4061.0
"Faris, M. Achmed",male,1951,Syria,1,MSP,1987,1,191.0
"Manarov, Musa",male,1951,U.S.S.R/Russia,2,flight engineer,1987,3,8782.0
"Manarov, Musa",male,1951,U.S.S.R/Russia,2,flight engineer,1990,8,4201.0
"Levchenko, Anatoli",male,1941,U.S.S.R/Russia,1,MSP,1987,Soyuz TM4/3,189.0
"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,5,commander,1988,2,236.0
"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,5,commander,1990,6,4297.0
"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,5,commander,1993,12,4533.0
"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,5,commander,1995,19,1811.0
"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,5,commander,1997,24,4745.0
"Aleksandrov, Aleksandr",male,1951,Bulgaria,1,pilot,1988,2,47.0
"Polyakov, Valeri",male,1942,U.S.S.R/Russia,2,flight engineer,1988,3,5782.0
"Polyakov, Valeri",male,1942,U.S.S.R/Russia,2,MSP,1994,15,10505.0
"Mohmand, Abdul Ahad",male,1959,Afghanistan,1,MSP,1988,3,212.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,flight engineer,1988,4,3635.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,flight engineer,1991,9,7484.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,flight engineer,1994,STS60,199.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,flight engineer,1998,STS88,283.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,flight engineer,2000,1,3383.0
"Krikalev, Sergei",male,1958,U.S.S.R/Russia,6,commander,2005,11,4296.0
"Gardner, Guy S.",male,1948,U.S.,2,pilot,1988,STS-27,105.0
"Gardner, Guy S.",male,1948,U.S.,2,pilot,1990,STS-35,215.0
"Shepherd, William M.",male,1949,U.S.,4,MSP,1988,STS-27,105.0
"Shepherd, William M.",male,1949,U.S.,4,MSP,1990,STS-41,98.0
"Shepherd, William M.",male,1949,U.S.,4,MSP,1992,STS-52,237.0
"Shepherd, William M.",male,1949,U.S.,4,flight engineer,2000,1,3281.0
"Blaha, John E.",male,1942,U.S.,5,pilot,1989,STS-29,120.0
"Blaha, John E.",male,1942,U.S.,5,pilot,1989,STS-33,120.0
"Blaha, John E.",male,1942,U.S.,5,commander,1991,STS-43,213.0
"Blaha, John E.",male,1942,U.S.,5,commander,1993,STS-58,336.0
"Blaha, John E.",male,1942,U.S.,5,MSP,1996,22,3077.0
"Springer, Robert C.",male,1942,U.S.,2,MSP,1989,STS-29,119.0
"Springer, Robert C.",male,1942,U.S.,2,MSP,1990,STS-38,118.0
"Bagian, James P.",male,1952,U.S.,2,MSP,1989,STS-29,120.0
"Bagian, James P.",male,1952,U.S.,2,MSP,1991,STS-40,218.0
"Lee, Mark C.",male,1952,U.S.,4,MSP,1989,STS-30,97.0
"Lee, Mark C.",male,1952,U.S.,4,MSP,1992,STS-47,190.0
"Lee, Mark C.",male,1952,U.S.,4,MSP,1994,STS-64,262.0
"Lee, Mark C.",male,1952,U.S.,4,MSP,1997,STS-82,239.0
"Richards, Richard N.",male,1946,U.S.,4,pilot,1989,STS-28,120.0
"Richards, Richard N.",male,1946,U.S.,4,commander,1990,STS-41,96.0
"Richards, Richard N.",male,1946,U.S.,4,commander,1992,STS-50,336.0
"Richards, Richard N.",male,1946,U.S.,4,commander,1994,STS-64,242.0
"Adamson, James C.",male,1946,U.S.,2,MSP,1989,STS-28,121.0
"Adamson, James C.",male,1946,U.S.,2,MSP,1991,STS-43,213.0
"Brown, Mark N.",male,1951,U.S.,2,MSP,1989,STS-28,121.0
"Brown, Mark N.",male,1951,U.S.,2,MSP,1991,STS-48,128.0
"McCulley, Michael J.",male,1943,U.S.,1,pilot,1989,STS-34,119.0
"Baker, Ellen S.",female,1953,U.S.,3,MSP,1989,STS-34,120.0
"Baker, Ellen S.",female,1953,U.S.,3,MSP,1992,STS-50,331.0
"Baker, Ellen S.",female,1953,U.S.,3,MSP,1995,STS-71,235.0
"Carter, Manley Lanier, Jr.",male,1947,U.S.,1,MSP,1989,STS-33,120.0
"Thornton, Kathryn C.",female,1952,U.S.,4,MSP,1989,STS-33,120.0
"Thornton, Kathryn C.",female,1952,U.S.,4,MSP,1992,STS-49,213.0
"Thornton, Kathryn C.",female,1952,U.S.,4,MSP,1993,STS-61,264.0
"Thornton, Kathryn C.",female,1952,U.S.,4,MSP,1995,STS-73,360.0
"Wetherbee, James D.",male,1952,U.S.,6,pilot,1990,STS-32,261.0
"Wetherbee, James D.",male,1952,U.S.,6,commander,1992,STS-52,236.0
"Wetherbee, James D.",male,1952,U.S.,6,commander,1995,STS-63,198.0
"Wetherbee, James D.",male,1952,U.S.,6,commander,1997,STS-86,259.0
"Wetherbee, James D.",male,1952,U.S.,6,commander,2001,STS-102,307.0
"Wetherbee, James D.",male,1952,U.S.,6,commander,2002,STS-113,330.0
"Ivins, Marsha S.",female,1951,U.S.,5,MSP,1990,STS-32,261.0
"Ivins, Marsha S.",female,1951,U.S.,5,MSP,1992,STS-46,191.0
"Ivins, Marsha S.",female,1951,U.S.,5,MSP,1994,STS-62,335.0
"Ivins, Marsha S.",female,1951,U.S.,5,MSP,1997,STS-81,244.0
"Ivins, Marsha S.",female,1951,U.S.,5,MSP,2001,STS-98,309.0
"Low, G. David",male,1956,U.S.,3,MSP,1990,STS-32,261.0
"Low, G. David",male,1956,U.S.,3,MSP,1991,STS-43,213.0
"Low, G. David",male,1956,U.S.,3,MSP,1993,STS-57,239.0
"Balandin, Aleksandr",male,1953,U.S.S.R/Russia,1,flight engineer,1990,6,4297.0
"Casper, John H.",male,1943,U.S.,4,pilot,1990,STS-36,106.0
"Casper, John H.",male,1943,U.S.,4,commander,1993,STS-54,143.0
"Casper, John H.",male,1943,U.S.,4,commander,1994,STS-62,335.0
"Casper, John H.",male,1943,U.S.,4,commander,1996,STS-77,241.0
"Thuot, Pierre J.",male,1955,U.S.,3,MSP,1990,STS-36,106.0
"Thuot, Pierre J.",male,1955,U.S.,3,MSP,1992,STS-49,213.0
"Thuot, Pierre J.",male,1955,U.S.,3,MSP,1994,STS-62,335.0
"Manakov, Gennadi",male,1950,U.S.S.R/Russia,2,commander,1990,7,3140.0
"Manakov, Gennadi",male,1950,U.S.S.R/Russia,2,commander,1993,13,4296.0
"Cabana, Robert D.",male,1949,U.S.,4,pilot,1990,STS-41,98.0
"Cabana, Robert D.",male,1949,U.S.,4,pilot,1992,STS-53,175.0
"Cabana, Robert D.",male,1949,U.S.,4,commander,1994,STS-65,354.0
"Cabana, Robert D.",male,1949,U.S.,4,commander,1998,STS-88,283.0
"Melnick, Bruce E.",male,1949,U.S.,2,MSP,1990,STS-41,98.0
"Melnick, Bruce E.",male,1949,U.S.,2,MSP,1992,STS-49,213.0
"Akers, Thomas D.",male,1951,U.S.,4,MSP,1990,STS-41,98.0
"Akers, Thomas D.",male,1951,U.S.,4,MSP,1992,STS-49,213.0
"Akers, Thomas D.",male,1951,U.S.,4,MSP,1993,STS-61,260.0
"Akers, Thomas D.",male,1951,U.S.,4,MSP,1996,STS-79,243.0
"Culbertson, Frank L., Jr.",male,1949,U.S.,3,pilot,1990,STS-38,118.0
"Culbertson, Frank L., Jr.",male,1949,U.S.,3,commander,1993,STS-51,236.0
"Culbertson, Frank L., Jr.",male,1949,U.S.,3,commander,2001,3,3093.0
"Meade, Carl J.",male,1950,U.S.,3,MSP,1990,STS-38,117.0
"Meade, Carl J.",male,1950,U.S.,3,MSP,1992,STS-50,331.0
"Meade, Carl J.",male,1950,U.S.,3,MSP,1994,STS-64,262.0
"Gemar, Charles D.",male,1955,U.S.,3,MSP,1990,STS-38,118.0
"Gemar, Charles D.",male,1955,U.S.,3,MSP,1991,STS-48,128.5
"Gemar, Charles D.",male,1955,U.S.,3,MSP,1994,STS-62,335.0
"Durrance, Samuel Thornton",male,1943,U.S.,2,PSP,1990,Astro-1,215.15
"Durrance, Samuel Thornton",male,1943,U.S.,2,PSP,1995,Astro-2,399.54
"Parise, Ronald Anthony",male,1951,U.S.,2,PSP,1990,STS-35,215.15
"Parise, Ronald Anthony",male,1951,U.S.,2,PSP,1995,STS-67,399.54
"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,4,commander,1991,8,4201.0
"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,4,commander,1994,15,4368.0
"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,4,commander,1999,27,4532.0
"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,4,commander,2001,Soyuz TM33/32,236.208
"Akiyama, Toyohiro",male,1942,Japan,1,Other (Journalist),1990,Soyuz TM-11/10,189.9
"Cameron, Kenneth D.",male,1949,U.S.,3,pilot,1991,STS-37,143.0
"Cameron, Kenneth D.",male,1949,U.S.,3,commander,1993,STS-56,222.0
"Cameron, Kenneth D.",male,1949,U.S.,3,commander,1995,STS-74,196.0
"Godwin, Linda M.",female,1952,U.S.,4,MSP,1991,STS-37,143.5
"Godwin, Linda M.",female,1952,U.S.,4,MSP,1994,STS-59,269.82
"Godwin, Linda M.",female,1952,U.S.,4,MSP,1996,STS-76,221.67
"Godwin, Linda M.",female,1952,U.S.,4,MSP,2001,STS-108,283.0
"Apt, Jerome",male,1949,U.S.,4,MSP,1991,STS-37,143.5
"Apt, Jerome",male,1949,U.S.,4,MSP,1992,STS-47,190.5
"Apt, Jerome",male,1949,U.S.,4,MSP,1994,STS-59,270.0
"Apt, Jerome",male,1949,U.S.,4,MSP,1996,STS-79,243.0
"Hammond, L. Blaine, Jr.",male,1952,U.S.,2,pilot,1991,STS-39,199.0
"Hammond, L. Blaine, Jr.",male,1952,U.S.,2,pilot,1994,STS-64,262.0
"Harbaugh, Gregory J.",male,1956,U.S.,4,MSP,1991,STS-39,199.0
"Harbaugh, Gregory J.",male,1956,U.S.,4,MSP,1993,STS-54,143.0
"Harbaugh, Gregory J.",male,1956,U.S.,4,MSP,1995,STS-71,235.0
"Harbaugh, Gregory J.",male,1956,U.S.,4,MSP,1997,STS-82,239.0
"McMonagle, Donald R.",male,1952,U.S.,3,MSP,1991,STS-39,199.0
"McMonagle, Donald R.",male,1952,U.S.,3,pilot,1993,STS-54,143.0
"McMonagle, Donald R.",male,1952,U.S.,3,commander,1994,STS-66,262.0
"Veach, Charles Lacy",male,1944,U.S.,2,MSP,1991,STS-39,192.0
"Veach, Charles Lacy",male,1944,U.S.,2,MSP,1992,STS-52,240.0
"Hieb, Richard J.",male,1955,U.S.,3,MSP,1991,STS-39,199.0
"Hieb, Richard J.",male,1955,U.S.,3,MSP,1992,STS-49,213.0
"Hieb, Richard J.",male,1955,U.S.,3,MSP,1994,STS-65,353.0
"Artsebarsky, Anatoly",male,1956,U.S.S.R/Russia,1,commander,1991,9,3471.0
Helen Sharman,female,1963,U.K.,1,MSP,1991,Soyuz TM-12/11,189.22
"Gutierrez, Sidney M.",male,1951,U.S.,2,MSP,1991,STS-40,218.0
"Gutierrez, Sidney M.",male,1951,U.S.,2,commander,1994,STS-59,269.0
"Jernigan, Tamara E.",female,1959,U.S.,5,MSP,1991,STS-40,218.0
"Jernigan, Tamara E.",female,1959,U.S.,5,MSP,1992,STS-52,236.0
"Jernigan, Tamara E.",female,1959,U.S.,5,MSP,1995,STS-67,399.0
"Jernigan, Tamara E.",female,1959,U.S.,5,MSP,1996,STS-80,423.0
"Jernigan, Tamara E.",female,1959,U.S.,5,MSP,1999,STS-96,235.0
"Gaffney, Andrew",male,1946,U.S.,1,PSP,1991,STS-40,218.0
"Hughes-Fulford, Millie Elizabeth",female,1945,U.S.,1,PSP,1991,STS-40,218.37
"Baker, Michael A.",male,1953,U.S.,4,pilot,1991,STS-43,213.0
"Baker, Michael A.",male,1953,U.S.,4,pilot,1992,STS-52,237.0
"Baker, Michael A.",male,1953,U.S.,4,commander,1994,STS-68,270.0
"Baker, Michael A.",male,1953,U.S.,4,commander,1997,STS-81,245.0
"Reightler, Kenneth S., Jr.",male,1951,U.S.,2,pilot,1991,STS-48,120.0
"Reightler, Kenneth S., Jr.",male,1951,U.S.,2,pilot,1994,STS-60,192.0
"Aubakirov, Toktar",male,1946,U.S.S.R/Russia,1,MSP,1991,10,190.0
"Viehbock, Franz",male,1960,Austria,1,MSP,1991,Soyuz TM13/12,190.2
"Henricks, Terence T.",male,1952,U.S.,4,pilot,1991,STS-44,166.0
"Henricks, Terence T.",male,1952,U.S.,4,pilot,1993,STS-55,239.0
"Henricks, Terence T.",male,1952,U.S.,4,commander,1995,STS-70,214.0
"Henricks, Terence T.",male,1952,U.S.,4,commander,1996,STS-78,405.0
"Voss, James S.",male,1949,U.S.,5,MSP,1991,STS-44,166.0
"Voss, James S.",male,1949,U.S.,5,MSP,1992,STS-53,175.0
"Voss, James S.",male,1949,U.S.,5,MSP,1995,STS-69,260.0
"Voss, James S.",male,1949,U.S.,5,MSP,2000,STS-101,236.0
"Voss, James S.",male,1949,U.S.,5,MSP,2001,2,163.0
"Runco, Mario, Jr.",male,1952,U.S.,3,MSP,1991,STS-44,166.0
"Runco, Mario, Jr.",male,1952,U.S.,3,MSP,1993,STS-54,143.0
"Runco, Mario, Jr.",male,1952,U.S.,3,MSP,1996,STS-77,240.0
"Hennen, Thomas John",male,1952,U.S.,1,PSP,1991,STS-44,167.11
"Oswald, Stephen S.",male,1951,U.S.,3,pilot,1992,STS-42,193.0
"Oswald, Stephen S.",male,1951,U.S.,3,pilot,1993,STS-67,222.0
"Oswald, Stephen S.",male,1951,U.S.,3,commander,1995,STS-42,399.0
"Readdy, William F.",male,1952,U.S.,3,MSP,1992,STS-42,193.0
"Readdy, William F.",male,1952,U.S.,3,pilot,1993,STS-51,236.0
"Readdy, William F.",male,1952,U.S.,3,commander,1996,STS-79,243.0
"Bondar, Roberta Lynn",female,1945,Canada,1,PSP,1992,STS-42,193.77
"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,5,flight engineer,1992,11,3494.0
"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,5,flight engineer,1996,21,4721.0
"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,5,flight engineer,2000,28,1747.0
"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,5,flight engineer,2003,8,4674.0
"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,5,flight engineer,2010,25,3824.0
"Flade, Klaus-Dietrich",male,1952,Germany,1,MSP,1992,Soyuz TM-14/13,189.95
"Duffy, Brian",male,1953,U.S.,4,pilot,1992,STS-45,214.0
"Duffy, Brian",male,1953,U.S.,4,pilot,1993,STS-57,240.0
"Duffy, Brian",male,1953,U.S.,4,commander,1996,STS-72,214.0
"Duffy, Brian",male,1953,U.S.,4,commander,2000,STS-92,310.0
"Foale, C. Michael",male,1957,U.S.,6,MSP,1992,STS-45,214.0
"Foale, C. Michael",male,1957,U.S.,6,MSP,1993,STS-56,222.0
"Foale, C. Michael",male,1957,U.S.,6,MSP,1995,STS-63,198.5
"Foale, C. Michael",male,1957,U.S.,6,MSP,1997,23,3470.0
"Foale, C. Michael",male,1957,U.S.,6,MSP,1999,STS-103,191.0
"Foale, C. Michael",male,1957,U.S.,6,commander,2003,8,4674.5
"Frimout, David",male,1941,Belgium,1,PSP,1992,STS-45,214.15
"Chilton, Kevin P.",male,1954,U.S.,3,pilot,1992,STS-49,213.0
"Chilton, Kevin P.",male,1954,U.S.,3,pilot,1994,STS-59,270.0
"Chilton, Kevin P.",male,1954,U.S.,3,commander,1996,STS-76,221.0
"Bowersox, Kenneth D.",male,1956,U.S.,5,pilot,1992,STS-50,331.0
"Bowersox, Kenneth D.",male,1956,U.S.,5,pilot,1993,STS-61,260.0
"Bowersox, Kenneth D.",male,1956,U.S.,5,commander,1995,STS-73,382.0
"Bowersox, Kenneth D.",male,1956,U.S.,5,commander,1997,STS-82,239.0
"Bowersox, Kenneth D.",male,1956,U.S.,5,commander,2002,6,3865.0
"DeLucas, Lawrence James",male,1950,U.S.,1,PSP,1992,STS-50,331.53
"Trinh, Eugene Huu-Chau",male,1950,U.S.,1,PSP,1992,STS-50,331.53
"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,3,flight engineer,1993,12,4533.0
"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,3,flight engineer,1995,20,4297.0
"Avdeyev, Sergei",male,1956,U.S.S.R/Russia,3,flight engineer,1998,26,9110.0
"Tognini, Michel",male,1949,France,2,MSP,1992,Antares,331.0
"Tognini, Michel",male,1949,France,2,MSP,1999,STS-93,118.8
"Allen, Andrew M.",male,1955,U.S.,3,pilot,1992,STS-46,191.0
"Allen, Andrew M.",male,1955,U.S.,3,pilot,1994,STS-62,335.0
"Allen, Andrew M.",male,1955,U.S.,3,commander,1996,STS-75,378.0
